Experiments,BA_OD<--AC_OD,BA_OD<--BA_OD,BA_OD<--BC_OD,BA_OD<--BL_OD,BA_OD<--BT_OD,BA_OD<--BV_OD,BA_OD<--CC_OD,BA_OD<--DF_OD,BA_OD<--parc+_OD,BA_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BV_pH4_2,-0.05689980551600455,-0.11252906355601935,0.008451090223439362,-0.01795539357011085,0.02034136715547546,0.0019007834703054134,-0.007324420353802649,0.025856865138301374,0.048427937856834885,-0.06829326378667484,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,-0.08772814507069794,-0.1100691513336547,0.0063367348342486035,-0.013721465325063983,0.034210122415552977,0.0034283858602461616,-0.006638112535457251,0.03324582671017751,0.03537521559178182,-0.052463314131550164,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,-0.06823893338279881,-0.09327342730501421,0.009702369383657754,-0.01849974055329095,0.022070648025559338,0.0025572786212939317,-0.005611020928329747,0.025814707173925384,0.036575025707159356,-0.06912081022706369,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,-0.06625001113213923,-0.10836502558025327,0.005590324742800514,-0.018468322808165908,0.031135912543243688,0.002910745894617363,-0.0034679347236195343,0.031473023047589734,0.03289154997743342,-0.06547416528686881,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,-0.07536064717432728,-0.17546539875557238,0.005544592847480721,-0.011416023023750468,0.03166135341981831,0.0020322999520146364,-0.0024049938032808514,0.03362136936058169,0.038188336519929374,-0.004424792618045338,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,-0.08101435235741994,-0.18004638922279298,0.0059992307133000826,-0.02218405528075021,0.03287126770890925,0.002021513608810698,-0.009034336851504832,0.03167230414226651,0.042391351337504136,0.01929956203488552,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,-0.10016467984198876,-0.17792154678507988,0.011773578105899301,-0.024120406966818414,0.03609023340613298,0.0018798765329563114,-0.006117185877393119,0.04246634002289046,0.046174050116020694,0.011915837759556977,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BV_pH7_0,-0.09679479674152706,-0.2276201580732088,0.002531033176928758,-0.02466628409922123,0.04411203201374282,0.00387165267425387,-0.01464345919697181,0.05031335763228328,0.04194933417212705,0.06292338554301988,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,-0.1061785292390572,-0.2265747284152262,0.0012803899180953895,-0.020965600293129688,0.04820106833039418,0.004127453686264549,-0.007046433439397296,0.03541473318053327,0.04045085960270269,0.07326688374433181,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,-0.12603608942388195,-0.21930836787447336,0.002329840864986182,-0.03478782188228292,0.037395340526557484,0.0041152228196354055,-0.01079286723519149,0.0679997418359246,0.05623908334857096,0.06482201378144646,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,-0.10056624872205051,-0.22278490820818622,0.0012197392312404886,-0.027288390330808317,0.05187248435357342,0.004849806948686425,-0.013614898493270512,0.04015670734984071,0.043040751332984024,0.0650910529534778,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,-0.1556918831477347,-0.21013054925057553,-0.000944371446967129,-0.03348368774370654,0.05789220316497525,0.006141079039029453,-0.017671234693540178,0.061109606274606085,0.06272605531079614,0.0720288788187115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,-0.10937988037081514,-0.23158927968500748,0.0047247710467680625,-0.0284495291939896,0.05214586351795689,0.004848091274337924,-0.012121977668417543,0.0400774161339454,0.059266003118423026,0.062454618173448925,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,-0.13325968741965682,-0.19700038564431924,0.0010067923456106452,-0.024511455912952836,0.045884764004984625,0.00573331302355813,-0.013138622374314329,0.051032021936515105,0.042019077153957404,0.06421028440818191,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,-0.14269490265975832,-0.20249020391994202,-0.000511433892761885,-0.021705689957446376,0.04391615998728768,0.005257894025062736,-0.01581267045405896,0.06279694592175276,0.050707326191275014,0.06251267128826483,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,-0.1211002257992716,-0.20763295096385737,0.00503004135887908,-0.023377010903280707,0.0391296744937806,0.005250591699681852,-0.008759905185712416,0.048817729757207905,0.052672930959936075,0.051945220766508066,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,-0.06389459617597901,-0.11066863713300101,0.007589405426836529,-0.016178160339755852,0.02091587093537268,-0.015328788149939933,0.008047428178884413,0.02699614499250183,0.03741586027747911,-0.05291843100977333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,-0.05918192806370233,-0.0903162115342591,0.005989155974239111,-0.015375486425245586,0.020689400109745886,-0.01409634691217671,0.009351965542882678,0.021972088277663872,0.031014420312383908,-0.06807096027890626,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,-0.04987884065217298,-0.1169689339456027,0.007238684039077034,-0.013705722393225065,0.02457178543038343,-0.008624357085513033,0.007594180265036616,0.027946955490371444,0.03370604951825479,-0.06990370366398407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,-0.0651387888006866,-0.12908518857120177,0.00973166116391835,-0.007845012924593428,0.03066793937802963,-0.011458451169664442,0.011742995633217304,0.021586011805288165,0.028966611301445445,-0.04719168081312724,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,-0.05235443540241408,-0.15791192416425642,0.014323157135235225,-0.0193857235080846,0.02556452796511028,-0.013321137652610955,0.012395013338359802,0.03439701451879481,0.03129245199587034,-0.033022847223379045,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,-0.06746166582502748,-0.13930337602110662,0.007510380664759357,-0.01482616902288535,0.031144170496288842,-0.009435590581725472,0.01261950892922671,0.03278305371494398,0.027500593422547626,-0.03855480903840584,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,-0.09747453447917234,-0.2120824765041471,0.009060071600682057,-0.022624906031009938,0.04235412010599091,-0.01620346010865077,0.012363095490828802,0.03561635212891777,0.044905027357618456,0.046062807441567585,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,-0.08118305859115461,-0.20495599544242668,0.005041663666134291,-0.03051992553731669,0.043511543440754,-0.018213349006584157,0.012405904703976022,0.03408581176853698,0.035183639396791866,0.04661986260391448,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,-0.08725172735426738,-0.21899873180557852,0.008435896332173244,-0.029522595414486912,0.03619078831342252,-0.018304004517748308,0.01245019682885512,0.05070382726581201,0.036190392968609285,0.05208205438583441,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,-0.10835681567940375,-0.21635995839924918,0.0016331412027711485,-0.039387488028277524,0.04045946300920586,-0.02859898065257332,0.01613434470704068,0.05999674155012421,0.058361871466040605,0.05809377760990807,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,-0.12308356695363058,-0.24223436033839116,0.006117794394655069,-0.022408058058632455,0.042476970714557444,-0.021329042465304548,0.014198453667695107,0.0595759283249145,0.06211521436338839,0.06654676335337371,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,-0.11003238288280759,-0.2393715800952328,0.00324902559833034,-0.031521078489882795,0.05550554562117096,-0.020437529615895907,0.01722286900019516,0.04906130764390464,0.046451719853541136,0.07184820036930234,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,-0.12571434974022533,-0.2222580803209997,0.00041124019528860495,-0.025892913082371582,0.055574400509181235,-0.017740156135481334,0.01541749411707987,0.05132031281519195,0.06591444687269954,0.04494370177226221,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,-0.11415354856978292,-0.21339638313845447,0.006658981542062501,-0.028564493244756812,0.046531468963493465,-0.018111521089044604,0.014336408531374257,0.057874071444992146,0.05643610028873967,0.03436501212984971,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,-0.11105670225199152,-0.20012221206222544,0.004959083883010819,-0.024941465259408165,0.039451266783896995,-0.019623037322383862,0.015998119025126746,0.042384821360363915,0.0526145019090694,0.04231172093716653,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,-0.09779336270349828,-0.2070300052428375,0.0019132655672729044,-0.030561579716918256,0.04841934741758134,-0.018366391533256875,0.015069003131888484,0.053796830529590015,0.050468238823763716,0.02606075055816251,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,-0.11230832149963016,-0.2271882035550864,0.005843457600668717,-0.02621234612296457,0.05033356322947403,-0.021340654625192933,0.013619222467684228,0.061027747388605176,0.051084338386907534,0.04711729352726883,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,-0.128237872891452,-0.21194749371513075,0.005765274686981804,-0.03039365805685521,0.049303267363296904,-0.02031959803127076,0.014220902258935186,0.05370142115442001,0.0533200509003971,0.0565638033333032,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,-0.04348740546356725,-0.0834998720050182,0.004617631040189576,-0.0125998356671113,0.013759664446925335,-0.005778655478649814,0.0025748484435936672,-0.00040279564893116126,0.018326120804185452,-0.05153359900431141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,-0.0516844216345445,-0.06789913615211844,0.01002472179091495,-0.017551490002838167,0.01574576068264635,-0.010124206968137754,0.0036245637994421548,-0.0040414012085808375,0.01918145337911404,-0.0552997420258496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,-0.046420059034843815,-0.06741630507228168,0.008128872948658206,-0.014670221344770296,0.023425382676169917,-0.01008972415538586,-0.0019037560397840076,-0.006640154283655723,0.018781456644444364,-0.061219391053461504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,-0.0495126173345615,-0.08261308129552916,0.0064305755633698855,-0.02274587353448505,0.025783116298363263,-0.010382584746441118,0.0010059928464824736,-0.010926330007774676,0.026421444671957384,-0.041484541760190674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,-0.045274492230104366,-0.06720231132905771,0.006218287359275249,-0.013907222581784359,0.02003766856034812,-0.008292762523759966,0.0023107907823894324,-0.007630936776328347,0.021313005860732946,-0.06559592632414854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
DF_pH5_2,-0.043322448638956186,-0.08843477294496867,0.004510156782748905,-0.01694316766589232,0.024748747715645506,-0.006913851611316206,0.00018896832333310722,-0.007153951066505653,0.028623271383669067,-0.05332685063228659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,-0.07268891417785832,-0.08795258263368969,0.007917930373679034,-0.01708509530710137,0.017164141295234792,-0.012364901582831923,-0.001357530485028807,-0.015549327497896935,0.023809463692748018,8.291774307903963e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
DF_pH6_1,-0.07097756433989043,-0.10782045500595934,0.008606726553938958,-0.023652884613560594,0.017344532200013807,-0.011715550273656845,-0.0047261195111533896,-0.017457699185318275,0.040101373959332706,0.012273737218878842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,-0.06680016656446716,-0.10109387537707457,0.005961441727274136,-0.016420977407175557,0.01748753989844219,-0.013975899836615376,-0.002551789927579788,-0.016971960749639116,0.02870610650385852,0.00763567873560216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,-0.07121554652633874,-0.1280745231109145,0.0042685602880690385,-0.02076681428953357,0.02377467523126499,-0.014568890691937312,-0.0034470858522083424,-0.014274646217084446,0.025790033663582543,0.04049033822896688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,-0.10455604198267278,-0.11998814804803418,0.0038460141209804488,-0.016578067632635002,0.028562397511432996,-0.011203897004218205,-0.005999606146436672,-0.015540205507498716,0.03398911511039605,0.049444540624871205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
DF_pH7_2,-0.08229256458985419,-0.12246943370236649,0.003830984802511721,-0.023177461334220738,0.020510231188457947,-0.013722210153937342,-0.0008989473148856486,-0.014899869535280311,0.038621282008193106,0.036474089855733124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,-0.09649463889958416,-0.11945429587412792,0.005855344626242697,-0.020645877771565447,0.02524761352040197,-0.016512669577546747,-0.00459601587008523,-0.013351282664453209,0.045545729826325966,0.036382189687017515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,-0.09687243782388776,-0.12060136359427932,0.005042591932351175,-0.02049809891244639,0.026078103328042702,-0.01436612436709845,-0.002453779903766902,-0.01306317376620744,0.03740664501148074,0.04130373509843712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,-0.0958951187490121,-0.13048666281220705,0.007312929630279543,-0.02593592473508223,0.02841217459381922,-0.017479293940021935,-0.004103593823864408,-0.013037241469744758,0.039216334269098624,0.053972494039360615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,-0.10046209961823795,-0.11610494795133888,0.005283572033209645,-0.016860505733639,0.02490892780782736,-0.009509004924608315,-0.004098860746168572,-0.012402806069054036,0.024853441258487496,0.04636838052178856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
DF_pH9_1,-0.08746536215119388,-0.1209138866700232,0.003522888507855974,-0.020580022145548587,0.02375336919384807,-0.011734856152502094,-0.0036022658467940666,-0.012480312883044069,0.03446519347069705,0.037011356701183565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
DF_pH9_2,-0.1110632019190361,-0.1101180144399405,0.00448875848122913,-0.021942319947740305,0.03114626679488498,-0.015846823074085557,-0.005433239018463572,-0.01173149947239005,0.04008810339414555,0.0423880662040218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_4_1,0.19438960866354735,0.23785496051382762,-0.030569091282137067,0.03336262466062021,-0.0662785153382498,0.04126177188899853,0.02727712979621213,-0.09273778729059773,0.0589402650061833,-0.5100593359420157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
comm11_4_2,0.20537848785438612,0.25320678174819644,-0.02872508761270539,0.033867845977454056,-0.09426955035928151,0.03032457564188086,0.015572235816684755,-0.11189598557417806,0.06540041994627406,-0.47307269844671945,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
comm11_4_3,0.19750945285205598,0.25059056543380676,-0.045377077423845946,0.03763060296359268,-0.07623869730321613,0.037652293866419266,-0.009154969988309824,-0.08532268553486336,0.06499976593434162,-0.47494874995120817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
comm11_4_4,0.171610531721912,0.27100550086197,-0.048695647855005846,0.033856615525386886,-0.06913378804193243,0.03480082513116623,0.010652462601985617,-0.0996071036840263,0.06895498714045338,-0.4722550466608094,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0053181834532889495
comm11_5_1,0.23341288889960746,0.27709308208816724,-0.04978917490852917,0.026654834471966912,-0.08870128291618569,0.034575542661806805,-0.004272027918664011,-0.1006867682375014,0.07356410469535901,-0.4314804381026845,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
comm11_5_2,0.1533358354583059,0.27981257909180035,-0.044104301076706334,0.04262728740663631,-0.07750966487290416,0.03477847595901591,-0.005780049828893464,-0.0980543259806607,0.07367347748383234,-0.4332137522214781,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
comm11_5_3,0.25034102886915205,0.2774469404740501,-0.05389468869356358,0.04137247576580746,-0.08322373601648468,0.030972266543818572,0.009842618505429971,-0.11899637234194771,0.0724460100196302,-0.4763435488931188,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
comm11_5_4,0.236280115864685,0.23496158603497824,-0.017777369813588653,0.031599684539048566,-0.06326070027506868,0.03270205556455513,-0.014224789212255376,-0.12305812218752891,0.060698764870834115,-0.44612849844052743,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02826352230444504
comm11_6_1,0.3021059768177246,0.4601286171036572,-0.056919843288867386,0.0694583251375867,-0.1471066233402362,0.03441100616412963,0.00904574095959897,-0.08726765424903964,0.10501596686956673,-0.1177952474201827,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
comm11_6_2,0.37002027025041384,0.5216637584388905,-0.02258806590314794,0.1364261301380137,-0.1544553620149584,0.06384705458403282,0.027645614016801115,-0.15074073685171166,0.11633732783648629,0.014432646752861532,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
comm11_6_3,0.37204333899785647,0.4905605002606045,-0.03628382649677603,0.12999991277394732,-0.13396392848018723,0.072109496584567,0.02066765312753293,-0.1421377437391683,0.11789346775121008,-0.005879054714156216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
comm11_6_4,0.35403384098621177,0.48795131902088945,-0.024840013669074873,0.14687917436837503,-0.14770867155945816,0.0603276628166761,0.02672937117759949,-0.1320930120438014,0.12607871519563635,-0.015008964033230482,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19174196501252805
comm11_7_1,0.5812391525166837,0.7126288215386806,-0.011011720990519159,0.1347828665764436,-0.20604501671198272,0.08461047192387607,0.03839180110265378,-0.2665058601566631,0.15038895479200967,0.3389879212285514,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
comm11_7_2,0.6006228327678275,0.7104435192170027,-0.023221918666006435,0.125137114941102,-0.19534348349613348,0.09147929865057057,0.04429327497420752,-0.28777607624621493,0.17084489619440352,0.3232251342475091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
comm11_7_3,0.5309782559481327,0.7758838499596586,-0.002821734304661346,0.1375201551308451,-0.26268346784879343,0.07876900172508927,0.04629436680723143,-0.26282357504591336,0.16096960079896705,0.35710232083402255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_7_4,0.5653912107751744,0.6625899269156481,-0.0023133136574988856,0.12680430005587962,-0.23149673494307899,0.09893576823903812,0.04025849067079632,-0.2442593624345635,0.15173918750299056,0.39153930088019256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_8_1,0.600550549884691,0.7417589688957062,-0.015587543555251911,0.14222395681816596,-0.22547907200034545,0.09793671346552996,0.06875990159566639,-0.30152964424584877,0.17595517089914364,0.3343642766797995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
comm11_8_2,0.6151221544287451,0.7600266509300665,-0.00631306122583539,0.13157735502347356,-0.2210622990868338,0.10410929416346812,0.05676982157013338,-0.32429050741636245,0.18083074787226702,0.3334972758493995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
comm11_8_3,0.5922709409884461,0.7046179651080265,-0.0034747546976027317,0.14597583871820702,-0.19063229027406675,0.10053159561008215,0.05745149078009569,-0.2709021398975798,0.15903539132812747,0.3364113225682598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
comm11_8_4,0.6608069373302807,0.7294653129569538,-0.016585782586556415,0.13364153100744539,-0.24709740132903282,0.0901624709983235,0.059883165293899566,-0.3524186267582295,0.1786545472349162,0.3927849144310408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6395779816459941
comm11_9_1,0.567725817065524,0.7420438826821096,-0.017315563870512907,0.12325182737377673,-0.18848988963129087,0.09130613522685094,0.05385100485109117,-0.29416549184076174,0.16919021318869093,0.4215854556583193,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
comm11_9_2,0.6041128832895468,0.6633394529022602,-0.020030812197567326,0.16777290349988186,-0.22005757040141727,0.0865222307650939,0.044086213710353456,-0.24095455583427908,0.1756974865083137,0.4137912695684835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
comm11_9_3,0.5825694011119397,0.661267242404106,-0.027624482357793544,0.15519149543312583,-0.23817118074259033,0.09178022694328555,0.0559394140938378,-0.23174124587489203,0.18096439645909096,0.44412056601322863,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_9_4,0.6225399943886568,0.6927594700868687,-0.0220220614694383,0.15122206420921108,-0.19831708538872395,0.10832351082450024,0.050821544913494054,-0.30059897066296437,0.17450335918642249,0.3948903193324804,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7409024335149471
