Experiments,BC_OD<--AC_OD,BC_OD<--BA_OD,BC_OD<--BC_OD,BC_OD<--BL_OD,BC_OD<--BT_OD,BC_OD<--BV_OD,BC_OD<--CC_OD,BC_OD<--DF_OD,BC_OD<--parc+_OD,BC_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BL_pH7_1,0.004616431292632351,-0.0462654314611269,-0.12052231047302485,0.011668391075471175,-0.004691887588604638,0.008646027883109841,-0.0012143209414637592,0.032720435109475386,0.0022224427289936873,0.028655025285223262,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,-0.001029363592033801,-0.03985961332269337,-0.12262337089880652,0.010122846050754837,0.0005118930582766969,0.005837132026967796,0.000461754107280917,0.027840704874176052,0.008734394331341206,0.025838425857541356,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,-0.014246982671320437,-0.03240855022940947,-0.11804973452473462,0.01157904190213784,0.0027065244122691776,0.0019247071380200606,-0.007327515605999074,0.02845180553910525,0.008206439018249514,0.03499906786110091,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,-0.007852480178293975,-0.02568355993084286,-0.12045194387759854,0.010767736788029255,0.0010259422076785076,-0.007597395369540091,-0.010329603235358776,0.034924971373832756,0.009258484213572482,0.031772650912728004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,-0.012008211739037346,-0.029856061846341767,-0.12815089225931017,0.011042205270217813,0.0022140798377602005,-0.007286179469007512,-0.0023772978928426032,0.03666222989883111,0.011815888624152416,0.033779042466827065,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,-0.015623811489861946,-0.029633620101148662,-0.10284505818687054,0.014369775753306311,-0.001855220875662307,-0.002889634139187958,-0.012863882153254487,0.032958682657259965,0.009360613955751712,0.024856956696704676,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,-0.02914412445672181,-0.03626478278118632,-0.10445130707777063,0.013109199576403788,0.0018668409064412131,0.0016427550221914835,-0.007821436117848623,0.03540067685201116,0.009680177698964659,0.03181680295778357,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BL_pH9_2,-0.00903494075588558,-0.025033133085007247,-0.12162096385560607,0.013055682794555374,0.0034842514181914553,0.00180753573289384,-0.01093676026424636,0.03461310542634,0.001548518993608331,0.02795150647668735,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BT_pH4_0,-0.015575890890930009,-0.024529339162551834,-0.029444251204638377,-0.00927179792329021,0.001065602924512781,0.0019453213250507477,-0.0019270103198030712,0.01648808611313934,0.006210057019539501,-0.02912597707918157,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BT_pH4_1,-0.009769399417159349,-0.025246159427839775,-0.03433756085841551,-0.013169959644260612,0.0009324025589486832,0.0007060389236911484,-0.003773955134269982,0.019337566758951413,0.00738346627710954,-0.02622763781929793,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BT_pH4_2,-0.011006444870777754,-0.02328503085381311,-0.03442365756663291,-0.009971768008949961,0.0010656029245127807,-0.0026952547644791404,-0.003500573448836802,0.02377222298603991,0.0037890043028670807,-0.027909298932746702,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BT_pH5_0,-0.00754216369241476,-0.02467480985852687,-0.03370798721099677,-0.007832617453582909,0.0009324025589486833,-0.002336898991919082,0.0030052952889515006,0.016206827315947282,0.004943813292876534,-0.033159059320131065,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BT_pH5_1,-0.0056970270561135326,-0.023098355136487798,-0.03698210807274217,-0.00910638131201267,0.0009990027417307325,-0.0008744186098160956,-0.0023495181115425136,0.020159952993626183,0.001722262832133668,-0.028938609091160087,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BT_pH5_2,-0.012103834979884005,-0.0185225704215143,-0.031430829342292695,-0.013648673898499941,0.001198803290076878,-0.0015463516051354616,-0.0002561321352487016,0.013402990188611585,0.005456791576807915,-0.026715391381927155,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BT_pH6_0,-0.008510327206357667,-0.02580351497654034,-0.05830434698125591,-0.019049207134091334,-5.921528391216076e-05,0.0011287265999809545,0.0009803760910163765,0.024669152360571468,0.005413973997144596,-0.004630816188519416,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BT_pH6_1,-0.010417382590796638,-0.034030160615625596,-0.07126427896968694,-0.008928138291382273,0.0012467408439387445,0.0024528029723011923,0.0009540212202979175,0.018907521425381945,0.012725110305068288,0.004188566238659881,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BT_pH6_2,-0.012211153285334939,-0.030239692364373932,-0.060517039644005496,-0.014030248773810655,0.001179986557234889,-0.0007044835453448099,-0.0009980346246258064,0.02575469216088886,0.004342997843480629,0.003257778320947421,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BT_pH7_0,-0.003107272320143553,-0.04166077035114817,-0.0859025597912462,-0.016054038073381655,0.0017584685916486006,-0.00023654739979816542,-0.004685569787802903,0.038317448660407386,0.006005144955023476,0.021400497364609136,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BT_pH7_1,-0.015907392117964186,-0.02824717158370691,-0.0830557770654559,-0.016207271986033608,0.0018102988989456843,0.00038925885992205546,-0.004758248952743799,0.028715614946963997,0.009653994280682959,0.023441496437982372,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BT_pH7_2,-0.011506475440186003,-0.025438928374129793,-0.08125509619064954,-0.01887309919232907,0.0017493911217088289,0.0024836126601566443,-0.007688061037789221,0.02629600774010887,0.008280885707101096,0.02178656359081684,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BT_pH8_0,-0.012699776163891608,-0.02894869156181813,-0.07616092344826979,-0.020364180425910844,0.0014240212285000352,-0.00016138570626144774,-0.008045599583698356,0.02324584494304398,0.011395651111784188,0.02614984207341204,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BT_pH8_1,-0.009132710730899935,-0.033881052115365226,-0.08594035335209059,-0.01792575948588226,0.001322731842165408,-0.0006276279396337014,-0.0040645157270457425,0.03360628000258103,0.004481717856681867,0.0279960923658117,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BT_pH8_2,-0.013566513058284059,-0.027374775621878056,-0.07430325937497875,-0.02421201904182848,0.0013999270615370383,0.0026825248174693265,-0.007088870041720245,0.028153014131214314,0.005292188956037813,0.02485258478509343,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BT_pH9_0,-0.018481812297326067,-0.0266457616991323,-0.0830366518202683,-0.016141300037827183,0.0031824333382689434,0.0023322296774257786,-0.009127129975544369,0.029172405561675198,0.012246703782483288,0.02233368638093057,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BT_pH9_1,-0.014911055956845696,-0.027200598891662514,-0.07243700007543613,-0.021362242938383763,0.0033805047364338587,-0.005790966810739558,-0.0045008988532683125,0.024979595796245598,0.010785715659351457,0.022891748703044393,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BT_pH9_2,-0.013922826186146429,-0.022321806937132187,-0.07022139856186899,-0.020616733763852847,0.0033379086528135394,-0.0008174016715391827,-0.004689218231841275,0.017013294327518216,0.008670329576277216,0.019402655376040422,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BV_pH4_0,-0.01570209926723138,-0.025198085667646454,-0.03285710296391144,-0.011182228320318718,0.0019761615910607847,-0.0008344626459090589,0.0006132817721885186,0.015561631906615653,0.00700190319639185,-0.023544197030689405,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BV_pH4_1,-0.007497892021808935,-0.02448579967345881,-0.03668951102087031,-0.01153844871274803,0.0024289618594490973,-0.0011379036080578098,-0.0019477765148748515,0.024498160105684532,0.0012255166390019927,-0.029020504122195024,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BV_pH4_2,-0.008432235942910548,-0.023291918768183043,-0.03445210162388242,-0.014228476642266563,0.004196514216778071,-0.0008344626459090604,-0.005326004706971023,0.02420745908404174,0.00471104931248271,-0.030715019349818646,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,-0.004638689796885718,-0.025578795172598055,-0.02953160223429618,-0.014725463806611038,0.00052070478382318,-0.0013369029047696475,-0.0010164311431024376,0.018098996205498347,0.001519078416344913,-0.027476091436717812,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,-0.005857677241058453,-0.025577970004600027,-0.04368840744152018,-0.008619424887001514,0.0008076843732725022,-0.0010620433675206222,-2.1046319085604815e-06,0.02216247057137282,0.003440909988206367,-0.025768634594329026,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,-0.009230008126924868,-0.027665518447756766,-0.039339367671181326,-0.007980008567480936,0.0011529207747915536,-0.0012462182116249314,-0.0010385152470806368,0.02275081559367802,0.005360912013313046,-0.02693020946143762,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,-0.009343708776261494,-0.03823435935475256,-0.04812145659781021,-0.0160997141217408,0.0011387663043063625,-0.0030819718604502464,-0.0005362642264884443,0.03645660054586504,0.002041477972398635,-0.008384567165504331,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,-0.005840512849390506,-0.03385108621710021,-0.05018483958976425,-0.016942842214003856,-0.0016539447446880125,-0.002194200867544048,-0.0008955719370556917,0.019785279218593365,0.0009664722564427763,0.006646048766763313,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,-0.007583194362080614,-0.03234512434219538,-0.05940115526966425,-0.01057046187636645,0.00219476837016966,-0.002471157837173211,0.00025141805896292536,0.02569547312901072,-0.0005947907916877568,0.0006590268598950439,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BV_pH7_0,-0.013821336923410062,-0.03641967541335717,-0.07367500730344782,-0.02391875138101371,0.0002854908500676592,-0.0020852334538231715,-0.0028307313941743073,0.029257710111206,0.008011949595225895,0.03103038824932731,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,-0.006750356169498486,-0.037341338959725,-0.07531569385982076,-0.015413845179845455,-0.0025281069136184183,-0.0022362387892992594,-0.006001901824189268,0.030936298718594994,0.0030227230116724986,0.027463262899090422,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,-0.009963605075102785,-0.0448510510717397,-0.06633437032932821,-0.012856929567844969,-0.001344349186705506,-0.0023102881273497707,-0.005979326738287572,0.029427110674264637,0.0036343053776932803,0.026413306990719358,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,-0.009582722131972725,-0.04286219266607709,-0.0733367808325135,-0.023413860721756587,-0.00011335821579331754,-0.0038038008433321237,-0.009610359247611916,0.0381108041966091,0.010412920734480675,0.030034151501629656,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,-0.022014741008372408,-0.02695167415167974,-0.0726366271208162,-0.018602934395489486,0.0052833409218684515,-0.003751266371944677,-0.009581524911134138,0.035063776773927004,0.00841594275896964,0.020610509142279625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,-0.01347022469276967,-0.039539395194986594,-0.06623835780860288,-0.021470587292443145,-0.0058353298951102335,-0.002888641438406446,-0.0020299008974562524,0.03023346100812373,0.01483434900479472,0.022239428893055607,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,-0.012982015821920791,-0.027195004504983845,-0.07250857193994781,-0.02576229106472886,-0.0004017264509330613,-0.0012137638485949954,-0.004178900772138782,0.029625088825173996,0.006271734263585962,0.024180253392652323,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,-0.018293694840825117,-0.03458144201208716,-0.05571710496493007,-0.03200811024917209,0.0018632968223613261,-0.0009861831269834345,-0.009907401860084222,0.0259924546515812,0.011407626233994958,0.0280653618130347,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,-0.022525532671614834,-0.024525669084294977,-0.07017879664412009,-0.0177853455669854,0.0002616025167314899,-0.0010620433675206217,-0.004773120123731054,0.03136638673427313,0.0028806513709866487,0.022176668720076915,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,-0.006826320449295248,-0.029591060951352114,-0.026105316467583184,-0.009813256090425927,-0.0005858172460094732,-0.001436868152864601,0.00152615109215612,0.012602418602808663,0.008873202078368354,-0.03280832950511704,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,-0.004240494409333104,-0.01975921125515647,-0.03552339441102484,-0.010666644902009028,-0.0008940379758891845,-0.0011392862787065292,0.0010901079229686571,0.016689364077604338,0.0027919282715605665,-0.032513528129328846,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,-0.006402955539524553,-0.036033962155165876,-0.028572258290065367,-0.005853951147393041,-0.0017170614635814777,-0.0023112168632771655,0.002071205053640449,0.01922603896940532,0.0017067579844075717,-0.026277793637760307,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,-0.006139961247858794,-0.030493557020697913,-0.043292242534782574,-0.0064015265392220536,-0.0021050285677547027,0.004038725615195605,0.0020650593320960587,0.02145542846101782,0.0021404615919227207,-0.025432556179230622,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,-0.008537925820311772,-0.02712381066835445,-0.04040715215646703,-0.008961220788566962,-0.0016122930189189698,-0.0025389924046138046,0.002071888940813749,0.02139295135989137,0.004985094901336277,-0.02343373743412287,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,-0.004999618130209653,-0.03270449394765108,-0.04528507071020811,-0.010544516850748786,-0.0002291190689024703,0.00020771184045335523,0.002095630831368592,0.02857901937773694,0.004860690743055033,-0.026145431316741134,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,-0.006370035241479456,-0.039059441185191925,-0.08107327197556907,-0.018821148355693918,0.002088369362704134,-0.00031410600666118666,0.0037128291441046674,0.03275726565362319,0.005010146349668504,0.01790419516518064,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,-0.006085988334987471,-0.0378830725165165,-0.07500336496078448,-0.015126868729358135,0.0013859637146410731,0.0013396565745706142,0.0039577544253805415,0.019238736964762207,0.0017053921731269887,0.02230659359985072,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,0.0002219498319470375,-0.04596487804113524,-0.08487638307492365,-0.010900084833088129,-0.00233660404772862,0.004524824496196663,0.004678579283797223,0.025607548820907655,0.0037846387955157664,0.021095211679196875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,-0.005935156978666781,-0.05251422065755595,-0.08077190211933592,-0.021622874706011756,-0.005218107894710872,0.004188633587049403,0.002181078746266986,0.03483700310406478,0.008230776720396854,0.032459572730181005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,-0.016314708161289278,-0.024468837038654347,-0.09651717326725305,-0.02159533612916003,0.0018634210186808016,0.005480670540229136,0.0028078741353491075,0.03110651411278092,0.005825576348149262,0.027646801351853035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,-0.01470694742610921,-0.03847903455243163,-0.08538490390162105,-0.017316522773193274,-0.003190390163141747,-0.00142271209022273,0.0030450822477755333,0.03124147747197877,0.012572774623075265,0.02947597947457563,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,-0.027957258969545363,-0.04859033948377421,-0.06639133397489784,-0.02213665564423022,-0.0014980247309026487,-0.0015851826220750806,0.0017441726767498515,0.04449914680874866,0.00848596911067548,0.029264309739936944,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,-0.012909424497705437,-0.03383533500944791,-0.07220278313302475,-0.026878197740601455,0.007315868785523852,-0.0037747261252092266,0.001635161884452986,0.03256025041898956,0.00881879574254803,0.015105192513893478,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,-0.014567721209124381,-0.0295796988191812,-0.07081661794010712,-0.027048440355321637,-0.0017033904790878282,0.0012346408111245746,0.0011991187152655227,0.027175861038267614,0.010238720994928611,0.019702330153921376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,-0.013861964851941754,-0.03237682397598806,-0.06812768495763125,-0.021668835876752498,-0.0018198773070521959,-0.005040358599761257,0.0018531834690467173,0.03460109468711459,0.007446555399700351,0.014829514739306078,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,-0.024526247233152394,-0.033501983289809335,-0.057451606658489814,-0.02211275085644877,-0.000901374552884827,-0.002437874784936076,0.001853183469046718,0.030884668410796193,0.008038909874208596,0.01598987835094981,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,-0.008036876000140022,-0.038970157274085544,-0.06455192857300456,-0.021539144543525963,-0.00100944893353659,0.000624391762134821,0.0019621942613435835,0.03013408884891998,0.007576390856310078,0.009645292506269785,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,-0.0026085846952122187,-0.02728616990634929,-0.019880667419537257,-0.014494016194797078,-0.0008613663928016356,-0.0002757332166251928,0.0011214018985629087,-0.0021098863819371096,7.81948896853821e-05,-0.01784837148759676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,-0.005355173012484676,-0.02743605382416559,-0.020918054548294648,-0.015642908992974654,-5.644053544687131e-05,0.002844601901976958,-0.0005626562642662412,-0.0017934034246465432,0.0014457288254862259,-0.016690838542645393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,-0.004748417074265688,-0.022233615758950297,-0.02406731692345246,-0.01262551978716384,-0.0032628214893781603,0.003120061549479546,0.0015489696614120318,-0.001687909105549687,0.00032496634708798535,-0.02053359577189321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,-0.0011752735548045319,-0.02480837103465329,-0.02746589744544547,-0.01495448981776186,-0.00042920589608990594,0.002607773615290289,-0.0023287912522969036,-0.0018988977437433977,0.001475945981624335,-0.015187991029866366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,-0.0032232728568108186,-0.02549093040111272,-0.030693807563056116,-0.012938006209290545,0.0013646267791805064,0.005874304978743845,0.0007639045171115709,-0.0016879091055496869,0.0015664482683591231,-0.01970055693841499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
DF_pH5_2,-0.004487373859662075,-0.023561607236447537,-0.026384726736856542,-0.014593922986608486,-0.0013471197223533747,0.00354365406476933,-0.0005305868711160574,-0.0018988977437433975,0.002825493781786898,-0.01773011106835759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,-0.004706461805364359,-0.025726537811367408,-0.041105398134044985,-0.015569528433615743,-0.0005474961484255988,0.004320773986046729,-0.0004421661583625744,-0.0024862820104412414,0.0037449194863438625,-0.0016470215469598774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
DF_pH6_1,-0.005370565897420696,-0.03312721710652113,-0.03589498635057522,-0.01712770066183546,0.002257260403231435,0.004459184069672358,-4.951713849668888e-05,-0.0038782122795996436,0.0014751708734294655,0.0030913869988011267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,0.001154914716987506,-0.027392308243914795,-0.04337101838996876,-0.013661117270264934,6.934440654257144e-05,0.001986925383300885,-0.00011587476762740416,-0.004110173939362816,0.0005854496845732567,0.000688661330420038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,-0.008557472734347633,-0.03134241639919903,-0.04412975132627333,-0.022941007406815237,-0.0009481003686137815,0.004132973342809987,-0.0011829938852916594,-0.00513038769364357,0.0016156996997154283,0.024318258830386665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,-0.006173941735988079,-0.033204719160238046,-0.04322970331363056,-0.023411728307280853,0.0009726335885732065,0.0030665162578225142,0.002338725156758142,-0.004860559326151141,0.0032410334552759722,0.017096545006269996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
DF_pH7_2,-0.005440776493886243,-0.032044433680889405,-0.04450147232445686,-0.017848638271831946,0.0013269719400483635,0.0018741883402285363,-0.0003897961974143982,-0.0037786392867565142,0.003338993182000907,0.013298403542974723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,0.0009157143581820565,-0.04058687703926926,-0.040504313189050435,-0.022191960787319616,-0.001316339702385923,0.003688297671792299,-0.004152248986065385,-0.004277946100286814,0.0035262044146656983,0.020734272270422908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,-0.012167252012245033,-0.028604900948703296,-0.043199156443385976,-0.021969443198455417,-0.0001665844136606086,0.007878532770859158,-0.004645404049559778,-0.004482417670281036,0.0004725075577912137,0.022718921318326302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,-0.005355853422180466,-0.03524497281112101,-0.04219144649803637,-0.022652437173477976,-0.005123245008289813,0.007876809064460838,-0.0018635899071460169,-0.003708018828993257,0.0018367619844882387,0.022260795510981393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,-0.006684711110656675,-0.029294552458045277,-0.043246870533279747,-0.01700320402241271,-0.002006632807138173,0.003224485937667929,-0.004381965507307779,-0.0018988977437433981,0.002193739760829056,0.014933411057876503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
DF_pH9_1,-0.005486277251139931,-0.030246712011487594,-0.03375260552958302,-0.02020884614437818,-0.0034666303820584127,0.0017478994037146145,-0.0025312820255108497,-0.0016879091055496862,0.0028335089576633087,0.00863365553157485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
DF_pH9_2,-0.0032214100205379985,-0.03478722540418739,-0.040022782840482565,-0.018832595473074393,-0.006428920913325703,0.0019417277869323028,-0.0010693527871499886,-0.0014769204673559767,0.0016918576103837595,0.018040425419483495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_4_1,0.018438944342019762,0.047576775377535276,0.09400168471686218,0.03372450463473797,0.005005046722033749,-0.007580862127892351,-0.002000373768741669,-0.04785461970807416,0.005742026047538155,-0.18084227315109716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
comm11_4_2,0.019232196943915404,0.05958546260938696,0.10307941238517347,0.029114704776717272,-0.003289790639410849,0.0038133301197186757,0.002478588412961235,-0.06384779830179785,0.008071891777217385,-0.19090571340983328,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
comm11_4_3,0.024018018326681587,0.03589470295640438,0.08680867640868474,0.030659526857021068,0.0016672454903955058,-0.0024193646726400958,0.009636507087751572,-0.0498933647815948,0.0050915926225159475,-0.1733884476594951,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
